subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
English Language,Basic 6,Grammar - Parts of Speech,Which word is a noun in this sentence: 'The cat runs quickly'?,multiple_choice,a,'Cat' is a noun because it names a person place or thing.,easy,10,45,cat,runs,quickly,the
English Language,Basic 6,Grammar - Parts of Speech,Identify the verb: 'Children play in the garden.',multiple_choice,b,'Play' is a verb because it shows action.,easy,10,45,children,play,garden,in
English Language,Basic 6,Grammar - Parts of Speech,Which word is an adjective: 'The big dog barks loudly'?,multiple_choice,c,'Big' is an adjective because it describes the noun 'dog'.,medium,10,60,dog,barks,big,loudly
English Language,Basic 6,Grammar - Parts of Speech,Find the adverb: 'She sings beautifully.',multiple_choice,d,'Beautifully' is an adverb because it describes how she sings.,medium,10,60,she,sings,beautiful,beautifully
English Language,Basic 6,Grammar - Parts of Speech,What type of word is 'and' in: 'Tom and Jerry are friends'?,multiple_choice,b,'And' is a conjunction because it joins words or sentences.,medium,10,75,noun,conjunction,verb,adjective
English Language,Basic 6,Grammar - Parts of Speech,Which is a pronoun: 'He gave the book to Mary'?,multiple_choice,a,'He' is a pronoun because it takes the place of a noun.,easy,10,45,he,gave,book,Mary
English Language,Basic 6,Grammar - Parts of Speech,Identify the preposition: 'The ball is under the table.',multiple_choice,c,'Under' is a preposition showing the position of the ball.,medium,10,75,ball,is,under,table
English Language,Basic 6,Grammar - Parts of Speech,What is 'wow' in: 'Wow! That's amazing!'?,multiple_choice,d,'Wow' is an interjection expressing surprise or emotion.,hard,15,90,noun,verb,adjective,interjection
English Language,Basic 6,Grammar - Parts of Speech,Which word is an article: 'A bird flew over the house'?,multiple_choice,a,'A' is an article (indefinite article) used before nouns.,medium,10,60,a,bird,over,house
English Language,Basic 6,Grammar - Parts of Speech,Find the proper noun: 'John lives in Accra with his family.',multiple_choice,b,'John' is a proper noun because it's the specific name of a person.,medium,10,75,lives,John,family,his
English Language,Basic 6,Grammar - Tenses,Which sentence is in present tense?,multiple_choice,a,'She reads books' is in present tense showing current action.,easy,10,60,She reads books,She read books,She will read books,She was reading books
English Language,Basic 6,Grammar - Tenses,Identify the past tense verb: 'Yesterday I walked to school.',multiple_choice,c,'Walked' is the past tense of 'walk'.,easy,10,45,yesterday,I,walked,school
English Language,Basic 6,Grammar - Tenses,Which is future tense: 'Tomorrow we _____ to the market.',multiple_choice,b,'Will go' shows future tense with 'will' + base verb.,medium,10,75,go,will go,went,are going
English Language,Basic 6,Grammar - Tenses,Change to past tense: 'I eat rice.',multiple_choice,d,The past tense of 'eat' is 'ate'.,medium,10,60,I eating rice,I will eat rice,I am eating rice,I ate rice
English Language,Basic 6,Grammar - Tenses,What tense is: 'They are playing football'?,multiple_choice,c,'Are playing' is present continuous tense showing ongoing action.,medium,10,75,Simple present,Simple past,Present continuous,Future tense
English Language,Basic 6,Grammar - Tenses,Choose the correct past tense: 'She _____ a letter yesterday.',multiple_choice,a,'Wrote' is the correct past tense of 'write'.,medium,10,60,wrote,writes,writing,will write
English Language,Basic 6,Grammar - Tenses,Which shows future tense?,multiple_choice,d,'Going to visit' shows future intention.,medium,10,75,I visit my friend,I visited my friend,I am visiting my friend,I am going to visit my friend
English Language,Basic 6,Grammar - Tenses,Complete with present tense: 'Every morning she _____ her teeth.',multiple_choice,b,'Brushes' is present tense for third person singular.,medium,10,75,brush,brushes,brushed,will brush
