subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Mathematics,Grade 8,Algebraic Expressions,What is an algebraic expression?,multiple_choice,a,An algebraic expression is a mathematical phrase containing numbers variables and operations.,easy,10,60,Mathematical phrase with numbers variables operations,Only numbers,Only variables,Only operations
Mathematics,Grade 8,Algebraic Expressions,What is a variable?,multiple_choice,b,A variable is a letter or symbol that represents an unknown number.,easy,10,45,A known number,Letter or symbol representing unknown number,Mathematical operation,Fixed value
Mathematics,Grade 8,Algebraic Expressions,What is a coefficient?,multiple_choice,c,A coefficient is the number that multiplies a variable in an algebraic expression.,medium,10,75,The variable itself,The constant term,Number that multiplies a variable,The exponent
Mathematics,Grade 8,Algebraic Expressions,What is a constant?,multiple_choice,d,A constant is a number that does not change in an algebraic expression.,easy,10,60,A variable,An operation,A coefficient,Number that does not change
Mathematics,Grade 8,Algebraic Expressions,What is a term in algebra?,multiple_choice,a,A term is a single number variable or product of numbers and variables.,medium,10,75,Single number variable or product of numbers and variables,Only addition,Only subtraction,Only multiplication
Mathematics,Grade 8,Algebraic Expressions,What are like terms?,multiple_choice,b,Like terms have the same variables raised to the same powers.,medium,10,90,Terms that are similar,Terms with same variables raised to same powers,Terms that are added,Terms that are positive
Mathematics,Grade 8,Algebraic Expressions,How do you combine like terms?,multiple_choice,c,Combine like terms by adding or subtracting their coefficients.,medium,10,90,Multiply the variables,Add the exponents,Add or subtract their coefficients,Divide the coefficients
Mathematics,Grade 8,Algebraic Expressions,Simplify: 3x + 5x,multiple_choice,d,3x + 5x = (3 + 5)x = 8x.,easy,10,60,15x,3x,5x,8x
Mathematics,Grade 8,Algebraic Expressions,Simplify: 7y - 2y,multiple_choice,a,7y - 2y = (7 - 2)y = 5y.,easy,10,60,5y,9y,14y,2y
Mathematics,Grade 8,Algebraic Expressions,Simplify: 4a + 3b - 2a,multiple_choice,b,4a + 3b - 2a = (4 - 2)a + 3b = 2a + 3b.,medium,10,90,6a + 3b,2a + 3b,4a + b,2a + b
Mathematics,Grade 8,Algebraic Expressions,What is the distributive property?,multiple_choice,c,The distributive property states that a(b + c) = ab + ac.,medium,10,90,a + b = b + a,a × b = b × a,a(b + c) = ab + ac,a + (b + c) = (a + b) + c
Mathematics,Grade 8,Algebraic Expressions,Apply distributive property: 3(x + 4),multiple_choice,a,3(x + 4) = 3x + 12.,medium,10,75,3x + 12,3x + 4,x + 12,7x
Mathematics,Grade 8,Algebraic Expressions,Apply distributive property: 2(3y - 5),multiple_choice,d,2(3y - 5) = 6y - 10.,medium,10,75,6y + 10,6y - 5,2y - 10,6y - 10
Mathematics,Grade 8,Algebraic Expressions,Simplify: 2(x + 3) + 4x,multiple_choice,b,2(x + 3) + 4x = 2x + 6 + 4x = 6x + 6.,hard,10,120,2x + 6,6x + 6,6x + 3,8x + 3
Mathematics,Grade 8,Algebraic Expressions,What is the degree of the term 5x³?,multiple_choice,c,The degree of a term is the exponent of the variable so 5x³ has degree 3.,medium,10,75,5,1,3,0
Mathematics,Grade 8,Linear Equations,What is a linear equation?,multiple_choice,a,A linear equation is an equation where the highest power of the variable is 1.,medium,10,90,Equation where highest power of variable is 1,Equation with two variables,Equation with no variables,Equation with fractions
Mathematics,Grade 8,Linear Equations,What is a solution to an equation?,multiple_choice,b,A solution is a value that makes the equation true when substituted for the variable.,medium,10,90,Any number,Value that makes equation true when substituted,The variable itself,The coefficient
Mathematics,Grade 8,Linear Equations,Solve: x + 5 = 12,multiple_choice,c,x + 5 = 12. Subtract 5 from both sides: x = 7.,easy,10,60,17,5,7,12
Mathematics,Grade 8,Linear Equations,Solve: 3x = 15,multiple_choice,d,3x = 15. Divide both sides by 3: x = 5.,easy,10,60,45,3,15,5
Mathematics,Grade 8,Linear Equations,Solve: 2x + 3 = 11,multiple_choice,a,2x + 3 = 11. Subtract 3: 2x = 8. Divide by 2: x = 4.,medium,10,90,4,7,8,14
Mathematics,Grade 8,Linear Equations,Solve: 5x - 7 = 18,multiple_choice,b,5x - 7 = 18. Add 7: 5x = 25. Divide by 5: x = 5.,medium,10,90,3,5,7,11
Mathematics,Grade 8,Linear Equations,Solve: 4(x - 2) = 12,multiple_choice,c,4(x - 2) = 12. Divide by 4: x - 2 = 3. Add 2: x = 5.,hard,10,120,3,4,5,8
Mathematics,Grade 8,Linear Equations,What is the first step to solve 3x + 7 = 22?,multiple_choice,d,The first step is to subtract 7 from both sides to isolate the term with x.,medium,10,90,Divide by 3,Add 7,Multiply by 3,Subtract 7
Mathematics,Grade 8,Linear Equations,Check if x = 3 is a solution to 2x + 1 = 7,multiple_choice,a,Substitute x = 3: 2(3) + 1 = 6 + 1 = 7. Yes it is a solution.,medium,10,90,Yes,No,Cannot determine,Need more information
Mathematics,Grade 8,Linear Equations,Solve: x/3 = 4,multiple_choice,b,x/3 = 4. Multiply both sides by 3: x = 12.,medium,10,75,4,12,3,1
Mathematics,Grade 8,Linear Equations,Solve: (x + 2)/4 = 3,multiple_choice,c,Multiply both sides by 4: x + 2 = 12. Subtract 2: x = 10.,hard,10,120,8,12,10,14
Mathematics,Grade 8,Linear Equations,What property allows you to add the same number to both sides?,multiple_choice,a,The addition property of equality allows adding the same number to both sides.,medium,10,120,Addition property of equality,Distributive property,Commutative property,Associative property
Mathematics,Grade 8,Linear Equations,What property allows you to multiply both sides by the same number?,multiple_choice,d,The multiplication property of equality allows multiplying both sides by the same non-zero number.,medium,10,120,Addition property,Distributive property,Commutative property,Multiplication property of equality
Mathematics,Grade 8,Inequalities,What is an inequality?,multiple_choice,b,An inequality is a mathematical statement that compares two expressions using inequality symbols.,medium,10,90,Statement that expressions are equal,Statement comparing expressions using inequality symbols,Statement with variables only,Statement with numbers only
Mathematics,Grade 8,Inequalities,What does x > 5 mean?,multiple_choice,c,x > 5 means x is greater than 5.,easy,10,45,x equals 5,x is less than 5,x is greater than 5,x is not equal to 5
Mathematics,Grade 8,Inequalities,What does x ≤ 3 mean?,multiple_choice,a,x ≤ 3 means x is less than or equal to 3.,easy,10,60,x is less than or equal to 3,x is greater than 3,x equals 3,x is not equal to 3
Mathematics,Grade 8,Inequalities,Solve: x + 4 > 9,multiple_choice,d,x + 4 > 9. Subtract 4 from both sides: x > 5.,medium,10,75,x > 13,x > 4,x > 9,x > 5
Mathematics,Grade 8,Inequalities,Solve: 2x ≤ 10,multiple_choice,b,2x ≤ 10. Divide both sides by 2: x ≤ 5.,medium,10,75,x ≤ 20,x ≤ 5,x ≤ 8,x ≤ 12
Mathematics,Grade 8,Inequalities,What happens when you multiply or divide an inequality by a negative number?,multiple_choice,c,When multiplying or dividing by a negative number you must reverse the inequality sign.,hard,10,120,Nothing changes,The inequality becomes an equation,You must reverse the inequality sign,The solution becomes undefined
Mathematics,Grade 8,Inequalities,Solve: -2x > 6,multiple_choice,a,Divide by -2 and reverse the sign: x < -3.,hard,10,120,x < -3,x > -3,x < 3,x > 3
Mathematics,Grade 8,Inequalities,Which numbers satisfy x ≥ -2?,multiple_choice,d,x ≥ -2 includes -2 and all numbers greater than -2.,medium,10,90,Only negative numbers,Only positive numbers,Numbers less than -2,Numbers greater than or equal to -2
Mathematics,Grade 8,Inequalities,Graph x < 4 on a number line. What type of circle do you use?,multiple_choice,b,Use an open circle because x < 4 does not include 4.,medium,10,90,Closed circle,Open circle,No circle,Square
Mathematics,Grade 8,Inequalities,Graph x ≥ -1 on a number line. What type of circle do you use?,multiple_choice,a,Use a closed circle because x ≥ -1 includes -1.,medium,10,90,Closed circle,Open circle,No circle,Triangle
Mathematics,Grade 8,Systems of Equations,What is a system of equations?,multiple_choice,c,A system of equations is a set of two or more equations with the same variables.,medium,10,120,One equation with multiple variables,Multiple equations with different variables,Set of two or more equations with same variables,Equations with no solutions
Mathematics,Grade 8,Systems of Equations,What is a solution to a system of equations?,multiple_choice,a,A solution is a set of values that satisfies all equations in the system simultaneously.,hard,10,150,Set of values satisfying all equations simultaneously,Any value that works in one equation,The intersection point only,Multiple different answers
Mathematics,Grade 8,Systems of Equations,What is the substitution method?,multiple_choice,d,The substitution method solves one equation for a variable then substitutes into the other equation.,hard,10,150,Substituting numbers for variables,Replacing variables with constants,Switching the equations,Solving one equation for variable then substituting
Mathematics,Grade 8,Systems of Equations,What is the elimination method?,multiple_choice,b,The elimination method adds or subtracts equations to eliminate one variable.,hard,10,150,Removing all variables,Adding or subtracting equations to eliminate one variable,Deleting one equation,Multiplying equations
Mathematics,Grade 8,Systems of Equations,Solve by substitution: y = 2x and x + y = 9,multiple_choice,c,Substitute y = 2x into x + y = 9: x + 2x = 9 so 3x = 9 and x = 3. Then y = 6.,hard,10,180,x = 2 y = 4,x = 4 y = 5,x = 3 y = 6,x = 1 y = 8
Mathematics,Grade 8,Systems of Equations,How many solutions can a system of linear equations have?,multiple_choice,a,A system can have one solution no solution or infinitely many solutions.,hard,10,150,One no solution or infinitely many,Only one solution,Only no solution,Only infinitely many
Mathematics,Grade 8,Systems of Equations,What does it mean if a system has no solution?,multiple_choice,d,No solution means the equations represent parallel lines that never intersect.,hard,10,150,The equations are identical,The lines intersect at origin,The lines intersect at multiple points,The equations represent parallel lines that never intersect
Mathematics,Grade 8,Systems of Equations,What does it mean if a system has infinitely many solutions?,multiple_choice,b,Infinitely many solutions means the equations represent the same line.,hard,10,150,The lines are parallel,The equations represent the same line,The lines intersect at origin,The system is inconsistent
Mathematics,Grade 8,Coordinate Geometry,What is the coordinate plane?,multiple_choice,c,The coordinate plane is formed by two perpendicular number lines called axes.,easy,10,75,One number line,Parallel number lines,Two perpendicular number lines called axes,Three number lines
Mathematics,Grade 8,Coordinate Geometry,What is an ordered pair?,multiple_choice,a,An ordered pair (x y) gives the coordinates of a point on the coordinate plane.,easy,10,75,Coordinates (x y) of a point,Two numbers in any order,Pair of equations,Two variables
Mathematics,Grade 8,Coordinate Geometry,What is the x-coordinate?,multiple_choice,d,The x-coordinate is the first number in an ordered pair showing horizontal position.,easy,10,60,Second number in ordered pair,Vertical position,Point on y-axis,First number showing horizontal position
Mathematics,Grade 8,Coordinate Geometry,What is the y-coordinate?,multiple_choice,b,The y-coordinate is the second number in an ordered pair showing vertical position.,easy,10,60,First number in ordered pair,Second number showing vertical position,Point on x-axis,Horizontal position
Mathematics,Grade 8,Coordinate Geometry,What are the four quadrants?,multiple_choice,c,The four quadrants are regions formed by the intersection of the x and y axes.,medium,10,90,Four equal parts,Four lines,Four regions formed by intersection of axes,Four points
Mathematics,Grade 8,Coordinate Geometry,In which quadrant is the point (3 4)?,multiple_choice,a,Point (3 4) has positive x and y coordinates so it's in Quadrant I.,medium,10,75,Quadrant I,Quadrant II,Quadrant III,Quadrant IV
Mathematics,Grade 8,Coordinate Geometry,In which quadrant is the point (-2 5)?,multiple_choice,b,Point (-2 5) has negative x and positive y coordinates so it's in Quadrant II.,medium,10,75,Quadrant I,Quadrant II,Quadrant III,Quadrant IV
