subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Science,Basic 9,Biology - Cell Structure,What is the basic unit of life?,multiple_choice,b,The cell is the smallest structural and functional unit of all living organisms.,easy,10,45,Tissue,Cell,Organ,Organism
Science,Basic 9,Biology - Cell Structure,Which organelle is known as the powerhouse of the cell?,multiple_choice,c,Mitochondria produce ATP (energy) for cellular processes making them the powerhouse.,medium,10,60,Nucleus,Ribosome,Mitochondria,Vacuole
Science,Basic 9,Biology - Cell Structure,What controls what enters and leaves the cell?,multiple_choice,a,The cell membrane is selectively permeable controlling substance movement.,medium,10,60,Cell membrane,Cell wall,Nucleus,Cytoplasm
Science,Basic 9,Biology - Cell Structure,Which part of the cell contains genetic material?,multiple_choice,d,The nucleus contains DNA which carries genetic information.,easy,10,45,Mitochondria,Ribosome,Vacuole,Nucleus
Science,Basic 9,Biology - Cell Structure,What is the difference between plant and animal cells?,multiple_choice,b,Plant cells have cell walls chloroplasts and large vacuoles that animal cells lack.,medium,10,75,No difference,Plant cells have cell walls and chloroplasts,Animal cells are larger,Plant cells have no nucleus
Science,Basic 9,Biology - Cell Structure,What is the function of ribosomes?,multiple_choice,c,Ribosomes are the sites where proteins are synthesized in the cell.,medium,10,60,Energy production,DNA storage,Protein synthesis,Waste removal
Science,Basic 9,Biology - Cell Structure,Which organelle is responsible for photosynthesis?,multiple_choice,a,Chloroplasts contain chlorophyll and are the sites of photosynthesis in plant cells.,medium,10,60,Chloroplast,Mitochondria,Nucleus,Vacuole
Science,Basic 9,Biology - Cell Structure,What is cytoplasm?,multiple_choice,d,Cytoplasm is the jelly-like substance that fills the cell and holds organelles.,easy,10,45,The cell boundary,Genetic material,Energy producer,Jelly-like substance in cells
Science,Basic 9,Biology - Cell Structure,What is the function of the cell wall?,multiple_choice,b,The cell wall provides structural support and protection to plant cells.,medium,10,60,Energy production,Structural support and protection,Protein synthesis,Genetic control
Science,Basic 9,Biology - Cell Structure,Which cells have chloroplasts?,multiple_choice,c,Only plant cells have chloroplasts which are needed for photosynthesis.,easy,10,45,Animal cells only,Both plant and animal cells,Plant cells only,Neither plant nor animal cells
Science,Basic 9,Biology - Human Body Systems,What is the main function of the circulatory system?,multiple_choice,a,The circulatory system transports blood oxygen nutrients and waste throughout the body.,medium,10,75,Transport blood and nutrients,Digest food,Breathe air,Support the body
Science,Basic 9,Biology - Human Body Systems,Which organ pumps blood throughout the body?,multiple_choice,b,The heart is a muscular organ that pumps blood through the circulatory system.,easy,10,30,Lungs,Heart,Liver,Kidneys
Science,Basic 9,Biology - Human Body Systems,What is the main function of red blood cells?,multiple_choice,c,Red blood cells contain hemoglobin which carries oxygen from lungs to body tissues.,medium,10,60,Fight infection,Clot blood,Carry oxygen,Digest food
Science,Basic 9,Biology - Human Body Systems,Which system is responsible for breathing?,multiple_choice,d,The respiratory system includes lungs and airways responsible for gas exchange.,easy,10,45,Circulatory,Digestive,Nervous,Respiratory
Science,Basic 9,Biology - Human Body Systems,What is the function of white blood cells?,multiple_choice,a,White blood cells are part of the immune system and fight infections and diseases.,medium,10,60,Fight infections,Carry oxygen,Clot blood,Transport nutrients
Science,Basic 9,Biology - Human Body Systems,Which organ filters waste from the blood?,multiple_choice,c,The kidneys filter waste products and excess water from blood to form urine.,medium,10,60,Heart,Liver,Kidneys,Lungs
Science,Basic 9,Biology - Human Body Systems,What connects muscles to bones?,multiple_choice,b,Tendons are strong connective tissues that attach muscles to bones.,medium,10,60,Ligaments,Tendons,Cartilage,Nerves
Science,Basic 9,Biology - Human Body Systems,Which part of the brain controls balance?,multiple_choice,d,The cerebellum is responsible for balance coordination and fine motor control.,hard,15,75,Cerebrum,Brain stem,Medulla,Cerebellum
Science,Basic 9,Biology - Human Body Systems,What is the largest organ in the human body?,multiple_choice,a,The skin is the largest organ covering and protecting the entire body.,medium,10,45,Skin,Liver,Heart,Lungs
