subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Mathematics,Basic 4,Number and Numeration,What is the place value of 5 in 1523?,multiple_choice,c,In 1523 the digit 5 is in the hundreds place so its place value is 500.,medium,10,60,5,50,500,5000
Mathematics,Basic 4,Number and Numeration,Write 1000 + 200 + 30 + 4 in standard form.,multiple_choice,b,Adding the place values: 1000 + 200 + 30 + 4 = 1234.,easy,10,45,1243,1234,1324,1432
Mathematics,Basic 4,Number and Numeration,What is the value of the digit 7 in 1742?,multiple_choice,a,The digit 7 is in the hundreds place so its value is 700.,medium,10,60,700,70,7,7000
Mathematics,Basic 4,Number and Numeration,Round 1456 to the nearest ten.,multiple_choice,c,1456 rounded to the nearest ten is 1460 because 6 ≥ 5.,medium,10,75,1450,1455,1460,1500
Mathematics,Basic 4,Number and Numeration,Which number comes next: 10 15 20 25 ___?,multiple_choice,d,The sequence increases by 5 each time so 25 + 5 = 30.,easy,10,45,27,28,29,30
Mathematics,Basic 4,Number and Numeration,What is the largest 3-digit number you can make with 2 5 8?,multiple_choice,a,To make the largest number arrange digits in descending order: 852.,medium,10,75,852,825,582,528
Mathematics,Basic 4,Number and Numeration,Compare: 1234 ___ 1243,multiple_choice,b,1234 is less than 1243 because 34 < 43 in the last two digits.,easy,10,45,>,<,=,≥
Mathematics,Basic 4,Number and Numeration,What is 800 + 60 + 5 in words?,multiple_choice,c,865 in words is eight hundred and sixty-five.,medium,10,90,Eight hundred sixty-five,Eight hundred six five,Eight hundred and sixty-five,Eight sixty-five
Mathematics,Basic 4,Number and Numeration,Which is the smallest: 1234 1324 1243 1342?,multiple_choice,a,Comparing from left to right 1234 is the smallest.,medium,10,75,1234,1324,1243,1342
Mathematics,Basic 4,Number and Numeration,What is the expanded form of 2456?,multiple_choice,d,2456 = 2000 + 400 + 50 + 6 in expanded form.,medium,10,75,2000 + 400 + 5 + 6,2000 + 40 + 50 + 6,200 + 400 + 50 + 6,2000 + 400 + 50 + 6
