subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
English Language,Basic 9,Grammar and Usage,Which sentence is grammatically correct?,multiple_choice,b,Subject-verb agreement: 'Each of the students has' is correct because 'each' is singular.,medium,10,60,Each of the students have submitted their work,Each of the students has submitted his work,Each of the students have submitted his work,Each of the students has submitted their work
English Language,Basic 9,Grammar and Usage,Choose the correct form of the verb: She _____ to school every day.,multiple_choice,a,'Goes' is the correct present tense form for third person singular.,easy,10,45,goes,go,going,gone
English Language,Basic 9,Grammar and Usage,Identify the type of sentence: 'What a beautiful day it is!',multiple_choice,c,This sentence expresses strong emotion or surprise making it an exclamatory sentence.,medium,10,60,Declarative,Interrogative,Exclamatory,Imperative
English Language,Basic 9,Grammar and Usage,Which word is a conjunction in this sentence: 'I will come if you invite me'?,multiple_choice,b,'If' is a subordinating conjunction that introduces a conditional clause.,medium,10,60,will,if,you,me
English Language,Basic 9,Grammar and Usage,Choose the correct pronoun: Between you and _____ this is a secret.,multiple_choice,a,'Me' is correct because it's the object of the preposition 'between'.,medium,10,60,me,I,myself,mine
English Language,Basic 9,Grammar and Usage,What is the past participle of 'write'?,multiple_choice,c,The past participle of 'write' is 'written' (write-wrote-written).,medium,10,45,wrote,writing,written,writes
English Language,Basic 9,Grammar and Usage,Identify the adverb in: 'She sang beautifully at the concert.',multiple_choice,d,'Beautifully' modifies the verb 'sang' describing how she sang.,easy,10,45,She,sang,concert,beautifully
English Language,Basic 9,Grammar and Usage,Which sentence uses the passive voice?,multiple_choice,b,In passive voice the subject receives the action. 'The book was read by John' is passive.,medium,10,75,John read the book,The book was read by John,John is reading the book,John will read the book
English Language,Basic 9,Grammar and Usage,Choose the correct comparative form: This book is _____ than that one.,multiple_choice,a,'More interesting' is the correct comparative form for multi-syllable adjectives.,medium,10,60,more interesting,most interesting,interestinger,interestingest
English Language,Basic 9,Grammar and Usage,What type of clause is underlined: 'The man WHO LIVES NEXT DOOR is a doctor'?,multiple_choice,c,This is a relative clause that provides additional information about 'the man'.,medium,10,75,Noun clause,Adverb clause,Relative clause,Independent clause
English Language,Basic 9,Vocabulary and Word Study,What does the prefix 'un-' mean in 'unhappy'?,multiple_choice,b,The prefix 'un-' means 'not' or indicates the opposite.,easy,10,45,very,not,again,before
English Language,Basic 9,Vocabulary and Word Study,Choose the synonym for 'enormous'.,multiple_choice,c,'Huge' has the same meaning as 'enormous' - both mean very large.,medium,10,60,tiny,small,huge,medium
English Language,Basic 9,Vocabulary and Word Study,What is the antonym of 'ancient'?,multiple_choice,d,'Modern' is the opposite of 'ancient' in terms of time period.,medium,10,60,old,historical,traditional,modern
English Language,Basic 9,Vocabulary and Word Study,Which word is spelled correctly?,multiple_choice,a,'Necessary' is the correct spelling with one 'c' and two 's' letters.,medium,10,60,necessary,neccessary,necesary,neccesary
