subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Mathematics,Basic 6,Number and Numeration,What is the place value of 7 in 47356?,multiple_choice,b,In 47356 the digit 7 is in the thousands place so its place value is 7000.,medium,10,60,700,7000,70,7
Mathematics,Basic 6,Number and Numeration,Write 5000 + 300 + 20 + 4 in standard form.,multiple_choice,c,Adding the place values: 5000 + 300 + 20 + 4 = 5324.,easy,10,45,5234,5342,5324,5432
Mathematics,Basic 6,Number and Numeration,What is the value of the digit 8 in 28467?,multiple_choice,a,The digit 8 is in the thousands place so its value is 8000.,medium,10,60,8000,800,80,8
Mathematics,Basic 6,Number and Numeration,Round 4567 to the nearest hundred.,multiple_choice,d,4567 rounded to the nearest hundred is 4600 because 67 is closer to 100 than to 0.,medium,10,75,4500,4560,4570,4600
Mathematics,Basic 6,Number and Numeration,Which number comes next in the sequence: 25 30 35 40 ___?,multiple_choice,c,The sequence increases by 5 each time so 40 + 5 = 45.,easy,10,45,42,44,45,50
Mathematics,Basic 6,Number and Numeration,What is the smallest 4-digit number you can make with 3 7 1 9?,multiple_choice,a,To make the smallest number arrange digits in ascending order: 1379.,medium,10,75,1379,1397,1739,1793
Mathematics,Basic 6,Number and Numeration,Compare: 4567 ___ 4576,multiple_choice,b,4567 is less than 4576 because 67 < 76 in the last two digits.,easy,10,45,>,<,=,≥
Mathematics,Basic 6,Number and Numeration,What is 3000 + 400 + 50 + 6 in words?,multiple_choice,d,3456 in words is three thousand four hundred and fifty-six.,medium,10,90,Three thousand four hundred fifty-six,Three thousand four hundred six,Three thousand four fifty-six,Three thousand four hundred and fifty-six
Mathematics,Basic 6,Number and Numeration,Which is the largest: 2345 2354 2435 2453?,multiple_choice,d,Comparing from left to right 2453 is the largest because it has 4 in the hundreds place.,medium,10,75,2345,2354,2435,2453
Mathematics,Basic 6,Number and Numeration,What is the expanded form of 6789?,multiple_choice,a,6789 = 6000 + 700 + 80 + 9 in expanded form.,medium,10,75,6000 + 700 + 80 + 9,6000 + 700 + 8 + 9,600 + 70 + 8 + 9,6 + 7 + 8 + 9
Mathematics,Basic 6,Basic Operations,What is 456 + 789?,multiple_choice,c,Adding: 456 + 789 = 1245.,easy,10,60,1235,1234,1245,1345
Mathematics,Basic 6,Basic Operations,Find: 1000 - 567,multiple_choice,b,Subtracting: 1000 - 567 = 433.,medium,10,75,443,433,423,533
Mathematics,Basic 6,Basic Operations,What is 23 × 45?,multiple_choice,d,Multiplying: 23 × 45 = 1035.,medium,10,90,1025,1030,1040,1035
Mathematics,Basic 6,Basic Operations,Calculate: 144 ÷ 12,multiple_choice,a,Dividing: 144 ÷ 12 = 12.,easy,10,60,12,14,16,18
Mathematics,Basic 6,Basic Operations,What is 25 × 4?,multiple_choice,c,Multiplying: 25 × 4 = 100.,easy,10,45,90,95,100,105
Mathematics,Basic 6,Basic Operations,Find: 567 + 234 + 199,multiple_choice,b,Adding: 567 + 234 + 199 = 1000.,medium,10,90,990,1000,1010,1100
Mathematics,Basic 6,Basic Operations,What is 2000 - 1234?,multiple_choice,d,Subtracting: 2000 - 1234 = 766.,medium,10,75,756,776,786,766
Mathematics,Basic 6,Basic Operations,Calculate: 36 × 25,multiple_choice,a,Multiplying: 36 × 25 = 900.,medium,10,90,900,850,950,800
Mathematics,Basic 6,Basic Operations,What is 420 ÷ 15?,multiple_choice,c,Dividing: 420 ÷ 15 = 28.,medium,10,75,26,27,28,29
Mathematics,Basic 6,Basic Operations,Find the product of 12 and 15.,multiple_choice,b,Product means multiplication: 12 × 15 = 180.,medium,10,60,170,180,190,200
Mathematics,Basic 6,Fractions,What fraction of the circle is shaded if 3 out of 8 parts are shaded?,multiple_choice,c,If 3 out of 8 parts are shaded the fraction is 3/8.,easy,10,45,3/5,5/8,3/8,8/3
Mathematics,Basic 6,Fractions,Which fraction is equivalent to 1/2?,multiple_choice,b,2/4 = 1/2 when simplified by dividing both numerator and denominator by 2.,medium,10,60,1/3,2/4,1/4,3/6
Mathematics,Basic 6,Fractions,What is 1/4 + 1/4?,multiple_choice,a,Adding fractions with same denominator: 1/4 + 1/4 = 2/4 = 1/2.,medium,10,60,1/2,2/8,1/8,2/4
Mathematics,Basic 6,Fractions,Which is larger: 1/3 or 1/4?,multiple_choice,a,1/3 is larger than 1/4 because when denominators are different the smaller denominator gives the larger fraction.,medium,10,75,1/3,1/4,They are equal,Cannot tell
Mathematics,Basic 6,Fractions,What is 3/4 - 1/4?,multiple_choice,c,Subtracting fractions with same denominator: 3/4 - 1/4 = 2/4 = 1/2.,medium,10,60,1/4,3/4,1/2,2/4
Mathematics,Basic 6,Fractions,Convert 2/5 to a decimal.,multiple_choice,b,2/5 = 2 ÷ 5 = 0.4.,hard,15,90,0.2,0.4,0.5,0.8
Mathematics,Basic 6,Fractions,What fraction of 20 is 5?,multiple_choice,d,5 out of 20 is 5/20 = 1/4 when simplified.,medium,10,75,1/5,2/5,1/3,1/4
Mathematics,Basic 6,Fractions,Simplify: 6/8,multiple_choice,a,6/8 = 3/4 when both numerator and denominator are divided by 2.,medium,10,60,3/4,6/8,2/3,4/6
Mathematics,Basic 6,Fractions,What is 1/2 of 24?,multiple_choice,c,1/2 of 24 = 24 ÷ 2 = 12.,easy,10,45,10,11,12,14
Mathematics,Basic 6,Fractions,Which fraction is closest to 1?,multiple_choice,d,7/8 is closest to 1 because 7/8 = 0.875 which is very close to 1.,hard,15,90,1/2,2/3,3/4,7/8
Mathematics,Basic 6,Decimals,What is 0.5 as a fraction?,multiple_choice,b,0.5 = 5/10 = 1/2 when simplified.,medium,10,60,1/5,1/2,5/1,2/1
Mathematics,Basic 6,Decimals,Which is larger: 0.7 or 0.07?,multiple_choice,a,0.7 is larger than 0.07 because 0.7 = 0.70 and 70 > 7.,medium,10,60,0.7,0.07,They are equal,Cannot tell
Mathematics,Basic 6,Decimals,What is 3.5 + 2.3?,multiple_choice,c,Adding decimals: 3.5 + 2.3 = 5.8.,easy,10,60,5.2,5.5,5.8,6.8
Mathematics,Basic 6,Decimals,Round 4.67 to 1 decimal place.,multiple_choice,b,4.67 rounded to 1 decimal place is 4.7 because 7 ≥ 5.,medium,10,75,4.6,4.7,4.8,5.0
Mathematics,Basic 6,Decimals,What is 5.0 - 2.3?,multiple_choice,d,Subtracting decimals: 5.0 - 2.3 = 2.7.,medium,10,60,2.3,2.5,2.6,2.7
Mathematics,Basic 6,Decimals,Convert 3/4 to a decimal.,multiple_choice,c,3/4 = 3 ÷ 4 = 0.75.,medium,10,75,0.25,0.5,0.75,1.25
Mathematics,Basic 6,Decimals,What is 0.25 + 0.25?,multiple_choice,a,Adding decimals: 0.25 + 0.25 = 0.50 = 0.5.,easy,10,45,0.5,0.25,0.75,1.0
Mathematics,Basic 6,Decimals,Which decimal is equivalent to 2/10?,multiple_choice,b,2/10 = 0.2 as a decimal.,easy,10,45,0.02,0.2,2.0,20
Mathematics,Basic 6,Decimals,What is 1.5 × 2?,multiple_choice,c,Multiplying: 1.5 × 2 = 3.0 = 3.,medium,10,60,2.5,2.7,3.0,3.5
Mathematics,Basic 6,Decimals,Order from smallest to largest: 0.3 0.03 0.33,multiple_choice,d,Ordering: 0.03 < 0.3 < 0.33.,medium,10,90,0.3 0.03 0.33,0.33 0.3 0.03,0.3 0.33 0.03,0.03 0.3 0.33
Mathematics,Basic 6,Percentages,What is 50% as a fraction?,multiple_choice,c,50% = 50/100 = 1/2 when simplified.,medium,10,60,1/5,1/4,1/2,2/1
Mathematics,Basic 6,Percentages,What is 25% of 100?,multiple_choice,a,25% of 100 = 25/100 × 100 = 25.,easy,10,45,25,50,75,100
Mathematics,Basic 6,Percentages,Convert 0.75 to a percentage.,multiple_choice,c,0.75 = 75/100 = 75%.,medium,10,60,7.5%,25%,75%,750%
Mathematics,Basic 6,Percentages,What percentage is 1/4?,multiple_choice,b,1/4 = 25/100 = 25%.,medium,10,60,20%,25%,40%,50%
Mathematics,Basic 6,Percentages,What is 10% of 50?,multiple_choice,a,10% of 50 = 10/100 × 50 = 5.,easy,10,45,5,10,15,50
Mathematics,Basic 6,Percentages,If 20 out of 100 students are absent what percentage are present?,multiple_choice,d,If 20 are absent then 80 are present. 80/100 = 80%.,medium,10,90,20%,60%,70%,80%
Mathematics,Basic 6,Percentages,What is 100% as a decimal?,multiple_choice,c,100% = 100/100 = 1.0.,easy,10,45,0.1,0.01,1.0,10.0
Mathematics,Basic 6,Percentages,What percentage is 3/5?,multiple_choice,b,3/5 = 60/100 = 60%.,medium,10,75,50%,60%,65%,75%
Mathematics,Basic 6,Percentages,What is 5% of 200?,multiple_choice,a,5% of 200 = 5/100 × 200 = 10.,medium,10,60,10,20,25,50
Mathematics,Basic 6,Percentages,Convert 30% to a decimal.,multiple_choice,c,30% = 30/100 = 0.30 = 0.3.,medium,10,60,0.03,0.003,0.3,3.0
Mathematics,Basic 6,Measurement - Length,How many centimeters are in 1 meter?,multiple_choice,c,1 meter = 100 centimeters.,easy,10,30,10,50,100,1000
Mathematics,Basic 6,Measurement - Length,What is 250 cm in meters?,multiple_choice,b,250 cm = 250 ÷ 100 = 2.5 meters.,medium,10,60,2.05 m,2.5 m,25 m,250 m
Mathematics,Basic 6,Measurement - Length,How many millimeters are in 5 cm?,multiple_choice,d,5 cm = 5 × 10 = 50 millimeters.,medium,10,45,5 mm,15 mm,25 mm,50 mm
Mathematics,Basic 6,Measurement - Length,Which is longer: 1.5 m or 120 cm?,multiple_choice,a,1.5 m = 150 cm which is longer than 120 cm.,medium,10,75,1.5 m,120 cm,They are equal,Cannot tell
Mathematics,Basic 6,Measurement - Length,What is the perimeter of a rectangle with length 8 cm and width 5 cm?,multiple_choice,c,Perimeter = 2(length + width) = 2(8 + 5) = 2(13) = 26 cm.,medium,10,75,18 cm,24 cm,26 cm,40 cm
Mathematics,Basic 6,Measurement - Length,How many meters are in 3 kilometers?,multiple_choice,d,3 kilometers = 3 × 1000 = 3000 meters.,medium,10,60,30 m,300 m,30000 m,3000 m
Mathematics,Basic 6,Measurement - Length,What is 75 mm in centimeters?,multiple_choice,b,75 mm = 75 ÷ 10 = 7.5 cm.,medium,10,60,0.75 cm,7.5 cm,75 cm,750 cm
Mathematics,Basic 6,Measurement - Length,Find the perimeter of a square with side 6 cm.,multiple_choice,a,Perimeter of square = 4 × side = 4 × 6 = 24 cm.,easy,10,60,24 cm,18 cm,36 cm,12 cm
Mathematics,Basic 6,Measurement - Length,Which unit is best for measuring the length of a pencil?,multiple_choice,b,Centimeters are the most appropriate unit for measuring a pencil.,easy,10,45,Meters,Centimeters,Kilometers,Millimeters
Mathematics,Basic 6,Measurement - Length,What is 2.3 m + 45 cm in centimeters?,multiple_choice,c,2.3 m = 230 cm so 230 cm + 45 cm = 275 cm.,hard,15,90,245 cm,265 cm,275 cm,285 cm
Mathematics,Basic 6,Measurement - Mass,How many grams are in 1 kilogram?,multiple_choice,d,1 kilogram = 1000 grams.,easy,10,30,10,100,500,1000
Mathematics,Basic 6,Measurement - Mass,What is 2500 g in kilograms?,multiple_choice,b,2500 g = 2500 ÷ 1000 = 2.5 kg.,medium,10,60,2.05 kg,2.5 kg,25 kg,250 kg
Mathematics,Basic 6,Measurement - Mass,Which is heavier: 1.2 kg or 1150 g?,multiple_choice,a,1.2 kg = 1200 g which is heavier than 1150 g.,medium,10,75,1.2 kg,1150 g,They are equal,Cannot tell
Mathematics,Basic 6,Measurement - Mass,What is 750 g + 250 g?,multiple_choice,c,750 g + 250 g = 1000 g = 1 kg.,easy,10,45,500 g,750 g,1000 g,1250 g
Mathematics,Basic 6,Measurement - Mass,How many grams are in 0.5 kg?,multiple_choice,b,0.5 kg = 0.5 × 1000 = 500 g.,medium,10,60,50 g,500 g,5000 g,50000 g
Mathematics,Basic 6,Measurement - Mass,Which unit is best for measuring the mass of a book?,multiple_choice,c,Grams are the most appropriate unit for measuring a book's mass.,easy,10,45,Kilograms,Tonnes,Grams,Milligrams
Mathematics,Basic 6,Measurement - Mass,What is 3 kg - 500 g in grams?,multiple_choice,d,3 kg = 3000 g so 3000 g - 500 g = 2500 g.,medium,10,75,2000 g,2300 g,2400 g,2500 g
Mathematics,Basic 6,Measurement - Mass,Convert 4.2 kg to grams.,multiple_choice,a,4.2 kg = 4.2 × 1000 = 4200 g.,medium,10,60,4200 g,420 g,42 g,42000 g
Mathematics,Basic 6,Measurement - Mass,What is the total mass of 3 books each weighing 250 g?,multiple_choice,b,Total mass = 3 × 250 g = 750 g.,medium,10,60,500 g,750 g,1000 g,1250 g
Mathematics,Basic 6,Measurement - Mass,How many 500 g packets can be made from 3 kg of sugar?,multiple_choice,c,3 kg = 3000 g. Number of packets = 3000 ÷ 500 = 6.,medium,10,90,4,5,6,7
Mathematics,Basic 6,Measurement - Capacity,How many milliliters are in 1 liter?,multiple_choice,d,1 liter = 1000 milliliters.,easy,10,30,10,100,500,1000
Mathematics,Basic 6,Measurement - Capacity,What is 1500 ml in liters?,multiple_choice,b,1500 ml = 1500 ÷ 1000 = 1.5 liters.,medium,10,60,1.05 L,1.5 L,15 L,150 L
