subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Mathematics,Basic 3,Number and Numeration,What is the place value of 4 in 342?,multiple_choice,c,In 342 the digit 4 is in the tens place so its place value is 40.,medium,10,60,4,400,40,4000
Mathematics,Basic 3,Number and Numeration,Write 200 + 30 + 5 in standard form.,multiple_choice,b,Adding the place values: 200 + 30 + 5 = 235.,easy,10,45,253,235,325,352
Mathematics,Basic 3,Number and Numeration,What is the value of the digit 6 in 164?,multiple_choice,a,The digit 6 is in the tens place so its value is 60.,medium,10,60,60,6,600,16
Mathematics,Basic 3,Number and Numeration,Round 127 to the nearest ten.,multiple_choice,c,127 rounded to the nearest ten is 130 because 7 ≥ 5.,medium,10,75,120,125,130,140
Mathematics,Basic 3,Number and Numeration,Which number comes next: 5 10 15 20 ___?,multiple_choice,d,The sequence increases by 5 each time so 20 + 5 = 25.,easy,10,45,22,23,24,25
Mathematics,Basic 3,Number and Numeration,What is the largest 2-digit number you can make with 3 and 7?,multiple_choice,a,To make the largest number arrange digits in descending order: 73.,medium,10,75,73,37,70,30
Mathematics,Basic 3,Number and Numeration,Compare: 234 ___ 243,multiple_choice,b,234 is less than 243 because 34 < 43 in the last two digits.,easy,10,45,>,<,=,≥
Mathematics,Basic 3,Number and Numeration,What is 100 + 20 + 3 in words?,multiple_choice,c,123 in words is one hundred and twenty-three.,medium,10,90,One hundred twenty-three,One hundred two three,One hundred and twenty-three,One twenty-three
Mathematics,Basic 3,Number and Numeration,Which is the smallest: 123 132 213 231?,multiple_choice,a,Comparing from left to right 123 is the smallest.,medium,10,75,123,132,213,231
Mathematics,Basic 3,Number and Numeration,What is the expanded form of 156?,multiple_choice,d,156 = 100 + 50 + 6 in expanded form.,medium,10,75,100 + 50 + 5,100 + 5 + 6,10 + 50 + 6,100 + 50 + 6
