subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
ICT,Basic 9,Computer Basics,What does ICT stand for?,multiple_choice,c,ICT stands for Information and Communication Technology.,easy,10,30,Internet Computer Technology,International Computer Technology,Information and Communication Technology,Integrated Computer Technology
ICT,Basic 9,Computer Basics,What is a computer?,multiple_choice,b,A computer is an electronic device that processes data and performs calculations.,easy,10,60,Only a calculator,Electronic device that processes data,Only a gaming machine,Only a typewriter
ICT,Basic 9,Computer Basics,What are the main parts of a computer system?,multiple_choice,d,A computer system consists of hardware software and users.,medium,10,75,Only hardware,Only software,Hardware and software,Hardware software and users
ICT,Basic 9,Computer Basics,What is hardware?,multiple_choice,a,Hardware refers to the physical parts of a computer that you can touch.,easy,10,60,Physical parts you can touch,Computer programs,Internet connections,Data files
ICT,Basic 9,Computer Basics,What is software?,multiple_choice,b,Software consists of programs and instructions that tell the computer what to do.,medium,10,75,Physical computer parts,Programs and instructions for the computer,Internet websites,Computer games only
ICT,Basic 9,Computer Basics,What is the brain of the computer called?,multiple_choice,c,The CPU (Central Processing Unit) is often called the brain of the computer.,medium,10,60,Monitor,Keyboard,CPU,Mouse
ICT,Basic 9,Computer Basics,What does CPU stand for?,multiple_choice,d,CPU stands for Central Processing Unit.,medium,10,45,Computer Personal Unit,Central Program Unit,Computer Processing Unit,Central Processing Unit
ICT,Basic 9,Computer Basics,What is RAM?,multiple_choice,a,RAM (Random Access Memory) is temporary memory that stores data while the computer is running.,hard,15,90,Random Access Memory - temporary storage,Read Access Memory,Rapid Access Memory,Remote Access Memory
ICT,Basic 9,Computer Basics,What is the difference between RAM and ROM?,multiple_choice,b,RAM is temporary memory that loses data when power is off; ROM is permanent memory.,hard,15,120,RAM is permanent; ROM is temporary,RAM is temporary; ROM is permanent,They are the same,RAM is faster; ROM is slower
ICT,Basic 9,Computer Basics,What is an operating system?,multiple_choice,c,An operating system is software that manages computer hardware and other software.,medium,10,90,A computer game,A web browser,Software that manages hardware and other software,A word processor
ICT,Basic 9,Input and Output Devices,What is an input device?,multiple_choice,a,An input device allows users to enter data and commands into the computer.,medium,10,75,Device that allows users to enter data into computer,Device that displays information,Device that stores data,Device that processes data
ICT,Basic 9,Input and Output Devices,Which of these is an input device?,multiple_choice,b,A keyboard is an input device used to type text and commands.,easy,10,45,Monitor,Keyboard,Printer,Speaker
ICT,Basic 9,Input and Output Devices,What is an output device?,multiple_choice,c,An output device displays or presents information from the computer to the user.,medium,10,75,Device that enters data,Device that stores data,Device that displays information from computer,Device that processes data
ICT,Basic 9,Input and Output Devices,Which of these is an output device?,multiple_choice,d,A monitor is an output device that displays visual information.,easy,10,45,Keyboard,Mouse,Microphone,Monitor
ICT,Basic 9,Input and Output Devices,What is a mouse used for?,multiple_choice,a,A mouse is used to point click and navigate on the computer screen.,easy,10,60,Point click and navigate on screen,Type text,Print documents,Store data
ICT,Basic 9,Input and Output Devices,What is a printer?,multiple_choice,b,A printer is an output device that produces hard copies of documents on paper.,medium,10,75,Input device for typing,Output device that prints on paper,Storage device,Processing device
ICT,Basic 9,Input and Output Devices,What is a scanner?,multiple_choice,c,A scanner is an input device that converts physical documents into digital format.,medium,10,90,Output device for printing,Storage device,Input device that converts documents to digital,Processing device
ICT,Basic 9,Input and Output Devices,What is a microphone?,multiple_choice,a,A microphone is an input device that captures sound and voice.,medium,10,60,Input device that captures sound,Output device that plays sound,Storage device,Display device
ICT,Basic 9,Input and Output Devices,What are speakers?,multiple_choice,b,Speakers are output devices that produce sound from the computer.,easy,10,45,Input devices for sound,Output devices that produce sound,Storage devices,Processing devices
ICT,Basic 9,Input and Output Devices,What is a webcam?,multiple_choice,d,A webcam is an input device that captures video and images.,medium,10,60,Output device for video,Storage device,Processing device,Input device that captures video
ICT,Basic 9,Storage Devices,What is storage in computing?,multiple_choice,b,Storage refers to devices and methods used to save data permanently.,medium,10,75,Temporary memory only,Devices and methods to save data permanently,Only internet storage,Only paper storage
ICT,Basic 9,Storage Devices,What is a hard disk drive (HDD)?,multiple_choice,c,A hard disk drive is a storage device that uses magnetic disks to store data permanently.,medium,10,90,Temporary memory,Input device,Storage device using magnetic disks,Output device
ICT,Basic 9,Storage Devices,What is a USB flash drive?,multiple_choice,a,A USB flash drive is a portable storage device that uses flash memory.,medium,10,75,Portable storage device using flash memory,Input device,Output device,Processing device
ICT,Basic 9,Storage Devices,What is a CD?,multiple_choice,d,A CD (Compact Disc) is an optical storage medium that stores data using laser technology.,medium,10,90,Input device,Output device,Processing device,Optical storage medium using laser technology
ICT,Basic 9,Storage Devices,What is the difference between primary and secondary storage?,multiple_choice,b,Primary storage (RAM) is temporary; secondary storage (hard disk) is permanent.,hard,15,120,Primary is permanent; secondary is temporary,Primary is temporary; secondary is permanent,They are the same,Primary is faster; secondary is slower
ICT,Basic 9,Storage Devices,What is cloud storage?,multiple_choice,c,Cloud storage saves data on remote servers accessed through the internet.,hard,15,90,Storage in the sky,Storage on local computer only,Storage on remote servers via internet,Storage on paper
ICT,Basic 9,Storage Devices,What is an SSD?,multiple_choice,a,SSD stands for Solid State Drive - a fast storage device with no moving parts.,hard,15,90,Solid State Drive - fast storage with no moving parts,Super Speed Drive,Standard Storage Drive,Simple Storage Device
ICT,Basic 9,Storage Devices,Why do we need storage devices?,multiple_choice,d,Storage devices are needed to save data permanently for future use.,medium,10,75,Only for games,Only for pictures,Only for documents,To save data permanently for future use
ICT,Basic 9,Storage Devices,What is storage capacity?,multiple_choice,b,Storage capacity is the amount of data a storage device can hold.,medium,10,60,Speed of storage,Amount of data a device can hold,Type of storage,Cost of storage
ICT,Basic 9,Storage Devices,What units are used to measure storage capacity?,multiple_choice,c,Storage is measured in bytes kilobytes megabytes gigabytes and terabytes.,medium,10,90,Only gigabytes,Only megabytes,Bytes kilobytes megabytes gigabytes terabytes,Only terabytes
ICT,Basic 9,Internet and World Wide Web,What is the Internet?,multiple_choice,a,The Internet is a global network of interconnected computers that share information.,medium,10,90,Global network of interconnected computers,Only social media,Only email,Only websites
ICT,Basic 9,Internet and World Wide Web,What is the World Wide Web (WWW)?,multiple_choice,b,The WWW is a system of linked documents and resources accessed through the Internet.,medium,10,120,The same as Internet,System of linked documents accessed through Internet,Only search engines,Only online shopping
ICT,Basic 9,Internet and World Wide Web,What is a web browser?,multiple_choice,c,A web browser is software used to access and view websites on the Internet.,medium,10,75,A search engine,A website,Software to access and view websites,An email program
ICT,Basic 9,Internet and World Wide Web,What is a website?,multiple_choice,d,A website is a collection of related web pages with information about a topic.,easy,10,60,A single web page,Only pictures,Only text,Collection of related web pages
