subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Science,Basic 3,Living Things - Plants,What do plants need to grow?,multiple_choice,d,Plants need sunlight water air and soil to grow properly.,medium,10,90,Only water,Only sunlight,Only soil,Sunlight water air and soil
Science,Basic 3,Living Things - Plants,Which part of the plant takes in water?,multiple_choice,a,Roots take in water from the soil.,easy,10,60,Roots,Leaves,Stem,Flowers
Science,Basic 3,Living Things - Plants,What do leaves do for a plant?,multiple_choice,b,Leaves make food for the plant using sunlight.,medium,10,75,Store water,Make food,Support the plant,Attract insects
Science,Basic 3,Living Things - Plants,What is the green color in leaves?,multiple_choice,c,Chlorophyll is the green substance in leaves.,medium,10,75,Water,Sugar,Chlorophyll,Oxygen
Science,Basic 3,Living Things - Plants,What gas do plants take in?,multiple_choice,b,Plants take in carbon dioxide from the air.,medium,10,60,Oxygen,Carbon dioxide,Nitrogen,Water vapor
Science,Basic 3,Living Things - Plants,What gas do plants give out?,multiple_choice,a,Plants give out oxygen which we need to breathe.,medium,10,60,Oxygen,Carbon dioxide,Nitrogen,Water vapor
Science,Basic 3,Living Things - Plants,Which part carries water up the plant?,multiple_choice,c,The stem carries water from roots to leaves.,medium,10,90,Roots,Leaves,Stem,Flowers
Science,Basic 3,Living Things - Plants,What happens when plants make food?,multiple_choice,d,When plants make food it is called photosynthesis.,medium,10,75,Breathing,Growing,Flowering,Photosynthesis
Science,Basic 3,Living Things - Plants,Why are plants important to us?,multiple_choice,c,Plants give us oxygen food and many useful things.,medium,10,120,They look nice,They make shade,They give us oxygen and food,They make noise
Science,Basic 3,Living Things - Plants,What happens if a plant doesn't get enough sunlight?,multiple_choice,b,Without enough sunlight plants become weak and may die.,medium,10,90,It grows faster,It becomes weak and may die,It changes color only,It produces more flowers
Science,Basic 3,Living Things - Plants,Which plants can we eat?,multiple_choice,d,We can eat fruits vegetables and some leaves.,medium,10,120,Only fruits,Only vegetables,Only leaves,Fruits vegetables and some leaves
Science,Basic 3,Living Things - Plants,What do flowers do for plants?,multiple_choice,a,Flowers help plants make seeds for new plants.,medium,10,90,Help make seeds,Store water,Make food,Take in air
Science,Basic 3,Living Things - Plants,Where do most plants grow best?,multiple_choice,c,Most plants grow best in soil with sunlight and water.,easy,10,75,In darkness,In water only,In soil with sunlight and water,In rocks
Science,Basic 3,Living Things - Plants,What do seeds need to grow into plants?,multiple_choice,b,Seeds need water warmth and air to grow.,medium,10,90,Only water,Water warmth and air,Only soil,Only sunlight
Science,Basic 3,Living Things - Plants,Which part of the plant makes seeds?,multiple_choice,d,Flowers make seeds after they are pollinated.,hard,15,90,Roots,Leaves,Stem,Flowers
Science,Basic 3,Living Things - Animals,What do all animals need to stay alive?,multiple_choice,d,All animals need food water air and shelter to live.,easy,10,90,Only food,Only water,Only air,Food water air and shelter
Science,Basic 3,Living Things - Animals,Which animals eat only plants?,multiple_choice,b,Herbivores are animals that eat only plants.,medium,10,60,Carnivores,Herbivores,Omnivores,Predators
Science,Basic 3,Living Things - Animals,Which animals eat only meat?,multiple_choice,a,Carnivores are animals that eat only meat.,medium,10,60,Carnivores,Herbivores,Omnivores,Vegetarians
Science,Basic 3,Living Things - Animals,Which animals eat both plants and meat?,multiple_choice,c,Omnivores eat both plants and animals.,medium,10,75,Carnivores,Herbivores,Omnivores,Predators
Science,Basic 3,Living Things - Animals,How do fish breathe?,multiple_choice,b,Fish use gills to get oxygen from water.,medium,10,75,Through lungs,Through gills,Through skin,Through nose
Science,Basic 3,Living Things - Animals,What do we call baby animals?,multiple_choice,d,Baby animals are called young or offspring.,easy,10,60,Adults,Parents,Old animals,Young or offspring
Science,Basic 3,Living Things - Animals,How do most birds move from place to place?,multiple_choice,c,Most birds use their wings to fly.,easy,10,45,Swimming,Walking,Flying,Crawling
Science,Basic 3,Living Things - Animals,What covers the body of most mammals?,multiple_choice,b,Most mammals have fur or hair on their bodies.,medium,10,60,Scales,Fur or hair,Feathers,Shells
Science,Basic 3,Living Things - Animals,How do mammals feed their babies?,multiple_choice,d,Mammals produce milk to feed their young.,medium,10,75,With insects,With plants,With meat,With milk
Science,Basic 3,Living Things - Animals,Which animals lay eggs?,multiple_choice,c,Birds reptiles and some other animals lay eggs.,medium,10,90,Only mammals,Only fish,Birds and reptiles,Only insects
Science,Basic 3,Living Things - Animals,What do animals use to move around?,multiple_choice,a,Animals use legs wings fins or other body parts to move.,medium,10,120,Legs wings fins or other body parts,Only legs,Only wings,Only fins
Science,Basic 3,Living Things - Animals,Where do different animals live?,multiple_choice,b,Animals live in different habitats like forests water and grasslands.,medium,10,120,Only in forests,In different habitats like forests water grasslands,Only in water,Only on land
Science,Basic 3,Living Things - Animals,How do animals protect themselves?,multiple_choice,d,Animals protect themselves by running hiding or fighting.,medium,10,120,Only by running,Only by hiding,Only by fighting,By running hiding or fighting
Science,Basic 3,Living Things - Animals,What do we call animals that hunt other animals?,multiple_choice,a,Predators are animals that hunt other animals.,medium,10,75,Predators,Prey,Herbivores,Victims
Science,Basic 3,Living Things - Animals,Which animals are active at night?,multiple_choice,c,Nocturnal animals are active at night.,hard,15,90,Diurnal animals,Day animals,Nocturnal animals,Morning animals
Science,Basic 3,Human Body - Body Parts,How many main senses do we have?,multiple_choice,c,We have five main senses: sight hearing smell taste and touch.,easy,10,60,3,4,5,6
Science,Basic 3,Human Body - Body Parts,Which body part do we use to see?,multiple_choice,a,We use our eyes to see things around us.,easy,10,30,Eyes,Ears,Nose,Mouth
Science,Basic 3,Human Body - Body Parts,Which body part do we use to hear?,multiple_choice,b,We use our ears to hear sounds.,easy,10,30,Eyes,Ears,Nose,Mouth
Science,Basic 3,Human Body - Body Parts,Which body part do we use to smell?,multiple_choice,c,We use our nose to smell different things.,easy,10,30,Eyes,Ears,Nose,Mouth
Science,Basic 3,Human Body - Body Parts,Which body part do we use to taste?,multiple_choice,d,We use our mouth and tongue to taste food.,easy,10,45,Eyes,Ears,Nose,Mouth
Science,Basic 3,Human Body - Body Parts,What do we use our skin for?,multiple_choice,b,Our skin helps us feel and touch things.,medium,10,60,Seeing,Feeling and touching,Hearing,Smelling
Science,Basic 3,Human Body - Body Parts,What does the heart do?,multiple_choice,c,The heart pumps blood around our body.,medium,10,75,Helps us think,Helps us breathe,Pumps blood,Digests food
Science,Basic 3,Human Body - Body Parts,What do the lungs do?,multiple_choice,b,The lungs help us breathe air.,medium,10,75,Pump blood,Help us breathe,Digest food,Help us think
Science,Basic 3,Human Body - Body Parts,What does the brain do?,multiple_choice,d,The brain controls our thinking and body movements.,medium,10,90,Pumps blood,Helps us breathe,Digests food,Controls thinking and body
Science,Basic 3,Human Body - Body Parts,What do bones do for our body?,multiple_choice,a,Bones give our body shape and support.,medium,10,75,Give body shape and support,Help us breathe,Digest food,Make blood
Science,Basic 3,Human Body - Body Parts,How many fingers do we have on one hand?,multiple_choice,c,We have 5 fingers on one hand.,easy,10,30,3,4,5,6
Science,Basic 3,Human Body - Body Parts,What do teeth help us do?,multiple_choice,b,Teeth help us bite and chew food.,easy,10,60,See things,Bite and chew food,Hear sounds,Smell things
Science,Basic 3,Human Body - Body Parts,What do muscles help us do?,multiple_choice,d,Muscles help us move our body parts.,medium,10,75,Think,Breathe,See,Move our body parts
Science,Basic 3,Human Body - Body Parts,Where is the stomach in our body?,multiple_choice,a,The stomach is in our belly area.,easy,10,60,In our belly,In our head,In our chest,In our back
