subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
Social Studies,Basic 3,Our Community - Family,What is a family?,multiple_choice,b,A family is a group of people who are related and live together.,easy,10,60,Only parents,Group of people who are related and live together,Only children,Only grandparents
Social Studies,Basic 3,Our Community - Family,Who are the members of a nuclear family?,multiple_choice,c,A nuclear family consists of parents and their children.,medium,10,90,Only parents,Only children,Parents and children,Grandparents aunts and uncles
Social Studies,Basic 3,Our Community - Family,What is an extended family?,multiple_choice,d,An extended family includes parents children grandparents aunts uncles and cousins.,medium,10,120,Only parents and children,Only grandparents,Only aunts and uncles,Parents children grandparents aunts uncles cousins
Social Studies,Basic 3,Our Community - Family,What are some duties of children in the family?,multiple_choice,a,Children should obey parents help with simple tasks and respect elders.,medium,10,120,Obey parents help with tasks respect elders,Only play games,Only watch TV,Only sleep
Social Studies,Basic 3,Our Community - Family,What are some duties of parents in the family?,multiple_choice,b,Parents should provide food shelter clothing and love for their children.,medium,10,150,Only give money,Provide food shelter clothing and love,Only punish children,Only work
Social Studies,Basic 3,Our Community - Family,Why is the family important?,multiple_choice,c,Family provides love care protection and teaches us good behavior.,medium,10,150,Only for money,Only for food,Provides love care protection and teaches good behavior,Only for shelter
Social Studies,Basic 3,Our Community - Family,What should family members do for each other?,multiple_choice,d,Family members should love care for help and respect each other.,medium,10,120,Only give money,Only provide food,Only live together,Love care help and respect each other
Social Studies,Basic 3,Our Community - Family,Who usually makes important decisions in a family?,multiple_choice,a,Parents usually make important decisions for the family.,easy,10,75,Parents,Children,Grandparents,Neighbors
Social Studies,Basic 3,Our Community - Family,What role do grandparents play in the family?,multiple_choice,b,Grandparents give advice share stories and help care for grandchildren.,medium,10,120,Only rest,Give advice share stories and help care for grandchildren,Only eat,Only sleep
Social Studies,Basic 3,Our Community - Family,How should children treat their parents?,multiple_choice,c,Children should respect obey and help their parents.,easy,10,90,Ignore them,Argue with them,Respect obey and help them,Avoid them
Social Studies,Basic 3,Our Community - Family,What makes a family happy?,multiple_choice,d,Love respect sharing and helping each other makes a family happy.,medium,10,120,Only money,Only big house,Only many toys,Love respect sharing and helping each other
Social Studies,Basic 3,Our Community - Family,How do families celebrate special occasions?,multiple_choice,a,Families celebrate by coming together sharing food and having fun.,easy,10,90,Come together share food have fun,Only give gifts,Only eat cake,Only sing songs
Social Studies,Basic 3,Our Community - Family,What should we do when family members are sick?,multiple_choice,c,We should care for them help them and show love.,medium,10,90,Ignore them,Stay away from them,Care for them help them show love,Only call doctor
Social Studies,Basic 3,Our Community - Family,Why should we help with family chores?,multiple_choice,b,Helping with chores shows responsibility and care for the family.,medium,10,120,To get money,Shows responsibility and care for family,To avoid punishment,To show off
Social Studies,Basic 3,Our Community - Family,What are some family traditions?,multiple_choice,d,Family traditions include special meals prayers festivals and storytelling.,medium,10,150,Only eating together,Only praying together,Only telling stories,Special meals prayers festivals storytelling
Social Studies,Basic 3,Our Community - School,What is a school?,multiple_choice,b,A school is a place where children go to learn and get education.,easy,10,75,A place to play only,A place where children learn and get education,A place to eat only,A place to sleep
Social Studies,Basic 3,Our Community - School,Who are the people who work in a school?,multiple_choice,d,Teachers headteacher security guards and cleaners work in schools.,medium,10,150,Only teachers,Only headteacher,Only students,Teachers headteacher security guards cleaners
Social Studies,Basic 3,Our Community - School,What is the role of teachers in school?,multiple_choice,a,Teachers teach students help them learn and guide their behavior.,medium,10,120,Teach students help them learn and guide behavior,Only punish students,Only give homework,Only mark books
Social Studies,Basic 3,Our Community - School,What are some rules in school?,multiple_choice,c,School rules include coming on time wearing uniform respecting teachers and being kind.,medium,10,150,Only wear uniform,Only come on time,Come on time wear uniform respect teachers be kind,Only respect teachers
Social Studies,Basic 3,Our Community - School,Why do we have school rules?,multiple_choice,b,School rules help keep everyone safe and create a good learning environment.,medium,10,150,To punish students,To keep everyone safe and create good learning,To make students afraid,To waste time
Social Studies,Basic 3,Our Community - School,What should students do in school?,multiple_choice,d,Students should listen to teachers do their work respect others and follow rules.,medium,10,150,Only play,Only eat,Only sleep,Listen to teachers do work respect others follow rules
Social Studies,Basic 3,Our Community - School,Who is the head of the school?,multiple_choice,a,The headteacher is the head of the school.,easy,10,60,Headteacher,Class teacher,Student,Parent
Social Studies,Basic 3,Our Community - School,What subjects do we learn in school?,multiple_choice,c,We learn subjects like English Mathematics Science Social Studies and others.,medium,10,120,Only English,Only Mathematics,English Mathematics Science Social Studies and others,Only games
Social Studies,Basic 3,Our Community - School,Why is education important?,multiple_choice,b,Education helps us learn new things get good jobs and become useful citizens.,medium,10,150,Only to pass exams,Helps learn things get jobs become useful citizens,Only to please parents,Only to waste time
Social Studies,Basic 3,Our Community - School,How should students treat their teachers?,multiple_choice,d,Students should respect listen to obey and appreciate their teachers.,medium,10,120,Ignore them,Argue with them,Disrespect them,Respect listen obey and appreciate them
Social Studies,Basic 3,Our Community - School,What makes a good student?,multiple_choice,a,A good student listens studies hard respects others and follows rules.,medium,10,150,Listens studies hard respects others follows rules,Only gets good grades,Only comes to school,Only wears uniform
Social Studies,Basic 3,Our Community - School,How can students help keep the school clean?,multiple_choice,c,Students can help by not littering cleaning their desks and picking up trash.,medium,10,150,Only sweep classrooms,Only clean toilets,Not litter clean desks pick up trash,Only wash windows
Social Studies,Basic 3,Our Community - School,What should we do if we see someone being bullied?,multiple_choice,b,We should tell a teacher or adult and help the person being bullied.,medium,10,120,Join the bullying,Tell teacher or adult and help the person,Ignore it,Run away
Social Studies,Basic 3,Our Community - School,Why should we come to school on time?,multiple_choice,d,Coming on time shows respect and helps us not miss important lessons.,medium,10,120,To avoid punishment,To impress teachers,To show off,Shows respect and helps not miss lessons
Social Studies,Basic 3,Our Community - School,What should we do with school property?,multiple_choice,a,We should take care of school property and not damage it.,easy,10,90,Take care of it and not damage it,Break it,Write on it,Take it home
Social Studies,Basic 3,Our Community - Neighborhood,What is a neighborhood?,multiple_choice,a,A neighborhood is an area where people live close to each other.,easy,10,90,Area where people live close to each other,Only one house,Only a school,Only a market
Social Studies,Basic 3,Our Community - Neighborhood,Who are our neighbors?,multiple_choice,b,Neighbors are people who live near us in our community.,easy,10,75,Only family members,People who live near us,Only friends,Only teachers
Social Studies,Basic 3,Our Community - Neighborhood,What are some places we can find in a neighborhood?,multiple_choice,d,Neighborhoods have houses shops schools clinics and parks.,medium,10,150,Only houses,Only shops,Only schools,Houses shops schools clinics and parks
Social Studies,Basic 3,Our Community - Neighborhood,How should we treat our neighbors?,multiple_choice,c,We should be kind helpful respectful and friendly to our neighbors.,medium,10,120,Ignore them,Be rude to them,Be kind helpful respectful and friendly,Avoid them completely
