subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
ICT,Basic 5,Introduction to Technology,What is technology?,multiple_choice,b,Technology is using tools and machines to make life easier and solve problems.,easy,10,90,Only computers,Using tools and machines to make life easier,Only phones,Only games
ICT,Basic 5,Introduction to Technology,Give examples of technology we use every day.,multiple_choice,d,We use phones radios televisions cars and many other technologies daily.,medium,10,150,Only phones,Only cars,Only televisions,Phones radios televisions cars and others
ICT,Basic 5,Introduction to Technology,How has technology changed our lives?,multiple_choice,c,Technology has made communication faster travel easier and work more efficient.,medium,10,180,Made life harder,No change,Made communication faster travel easier work efficient,Only made things expensive
ICT,Basic 5,Introduction to Technology,What is the difference between old and new technology?,multiple_choice,a,Old technology was simpler and slower; new technology is faster and more advanced.,medium,10,150,Old was simpler slower; new is faster more advanced,No difference,Old was better,New is always worse
ICT,Basic 5,Introduction to Technology,Why is technology important?,multiple_choice,b,Technology helps us solve problems learn new things and make life better.,medium,10,120,Only for entertainment,Helps solve problems learn things make life better,Only for rich people,Only for adults
ICT,Basic 5,Introduction to Technology,What should we be careful about with technology?,multiple_choice,d,We should use technology safely responsibly and not let it replace human relationships.,hard,15,180,Nothing to worry about,Only the cost,Only breaking it,Use safely responsibly don't replace human relationships
ICT,Basic 5,Introduction to Technology,How can technology help in learning?,multiple_choice,c,Technology can help us find information practice skills and learn in new ways.,medium,10,150,Only for games,Only for entertainment,Find information practice skills learn in new ways,Only for teachers
ICT,Basic 5,Introduction to Technology,What are some problems technology can cause?,multiple_choice,a,Technology can cause addiction health problems and reduce face-to-face communication.,hard,15,180,Addiction health problems reduced communication,No problems,Only good things,Only helps people
ICT,Basic 5,Introduction to Technology,Who can use technology?,multiple_choice,b,People of all ages can use technology when they learn how to use it properly.,medium,10,120,Only adults,People of all ages when they learn properly,Only children,Only experts
ICT,Basic 5,Introduction to Technology,How should we take care of technology?,multiple_choice,c,We should handle technology gently keep it clean and follow safety rules.,medium,10,150,Don't need to care,Use it roughly,Handle gently keep clean follow safety rules,Only experts should handle
ICT,Basic 5,Basic Computer Concepts,What is a computer?,multiple_choice,a,A computer is an electronic machine that can store process and display information.,easy,10,120,Electronic machine that stores processes displays information,Only a calculator,Only a television,Only a game machine
ICT,Basic 5,Basic Computer Concepts,What can computers help us do?,multiple_choice,d,Computers help us learn work play games communicate and solve problems.,medium,10,150,Only play games,Only work,Only communicate,Learn work play games communicate solve problems
ICT,Basic 5,Basic Computer Concepts,What makes a computer work?,multiple_choice,b,Electricity makes computers work by powering all the electronic parts.,easy,10,60,Water,Electricity,Air,Fire
ICT,Basic 5,Basic Computer Concepts,Are computers smarter than humans?,multiple_choice,c,Computers are fast at calculations but humans are better at thinking and creativity.,medium,10,150,Yes always,No never,Fast at calculations but humans better at thinking,Sometimes
ICT,Basic 5,Basic Computer Concepts,What do we call the instructions we give to computers?,multiple_choice,d,Instructions given to computers are called programs or software.,medium,10,120,Commands,Orders,Rules,Programs or software
ICT,Basic 5,Basic Computer Concepts,Can computers work without electricity?,multiple_choice,b,Most computers need electricity to work though some have batteries for short periods.,medium,10,120,Yes always,No they need electricity,Only big computers,Only small computers
