subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d
ICT,Grade 7,Computer Hardware,What is the main circuit board in a computer called?,multiple_choice,b,The motherboard is the main circuit board that connects all components of a computer.,medium,10,60,Hard drive,Motherboard,RAM,CPU
ICT,Grade 7,Computer Hardware,Which component is considered the 'brain' of the computer?,multiple_choice,c,The CPU (Central Processing Unit) processes all instructions and is called the brain of the computer.,easy,10,45,RAM,Hard drive,CPU,Motherboard
ICT,Grade 7,Computer Hardware,What does RAM stand for?,multiple_choice,a,RAM stands for Random Access Memory which temporarily stores data for quick access.,medium,10,60,Random Access Memory,Read Access Memory,Rapid Access Memory,Remote Access Memory
ICT,Grade 7,Computer Hardware,Which storage device can hold the most data?,multiple_choice,d,Hard drives typically have the largest storage capacity among common storage devices.,medium,10,75,Floppy disk,CD,USB flash drive,Hard drive
ICT,Grade 7,Computer Hardware,What is the purpose of a graphics card?,multiple_choice,b,A graphics card processes visual data and displays images on the monitor.,medium,10,75,Process sound,Display images and graphics,Store data,Connect to internet
ICT,Grade 7,Computer Software,What is an operating system?,multiple_choice,a,An operating system manages computer hardware and provides a platform for other software to run.,medium,10,90,Software that manages hardware and runs other programs,A type of game,Internet browser,Word processor
ICT,Grade 7,Computer Software,Which of these is an example of system software?,multiple_choice,c,Windows is an operating system which is a type of system software.,medium,10,60,Microsoft Word,Google Chrome,Windows,Photoshop
ICT,Grade 7,Computer Software,What is application software?,multiple_choice,b,Application software consists of programs designed to help users accomplish specific tasks.,medium,10,90,Software that runs the computer,Programs that help users accomplish specific tasks,Hardware components,Internet connections
ICT,Grade 7,Computer Software,Which software is used for creating documents?,multiple_choice,a,Word processing software like Microsoft Word is used for creating and editing documents.,easy,10,60,Word processor,Web browser,Media player,Antivirus
ICT,Grade 7,Computer Software,What is a computer virus?,multiple_choice,d,A computer virus is malicious software that can damage files and spread to other computers.,medium,10,90,Helpful software,Hardware problem,Internet connection,Malicious software that damages files
ICT,Grade 7,Internet and Web,What does WWW stand for?,multiple_choice,c,WWW stands for World Wide Web which is a system of interlinked documents on the internet.,easy,10,60,World Wide Window,World Web Works,World Wide Web,World Wide Wireless
ICT,Grade 7,Internet and Web,What is a web browser?,multiple_choice,a,A web browser is software used to access and view websites on the internet.,easy,10,75,Software used to access websites,Type of website,Internet connection,Search engine
ICT,Grade 7,Internet and Web,Which of these is a search engine?,multiple_choice,b,Google is a popular search engine used to find information on the internet.,easy,10,45,Facebook,Google,Microsoft Word,Windows
ICT,Grade 7,Internet and Web,What is a URL?,multiple_choice,d,URL stands for Uniform Resource Locator and is the address of a website.,medium,10,75,User Registration Link,Universal Reading Language,Unified Resource Library,Uniform Resource Locator (website address)
